timestamp,all_books_rank,data_processing_rank,python_rank,software_development_rank,total_ratings,star_5,star_4,star_3,star_2,star_1
2023-07-02 12:48:22,191215,98,187,216,11,9,2,0,0,0
2023-07-02 22:51:51,114579,53,116,123,11,9,2,0,0,0
2023-07-03 06:38:24,186546,85,171,199,11,9,2,0,0,0
2023-07-03 09:29:14,186731,88,185,213,11,9,2,0,0,0
2023-07-03 13:01:41,188736,105,199,215,11,9,2,0,0,0
2023-07-03 18:10:01,271961,165,284,291,11,9,2,0,0,0
2023-07-04 08:59:43,181691,113,182,199,11,9,2,0,0,0
2023-07-04 12:00:54,197106,127,205,218,11,9,2,0,0,0
2023-07-04 18:54:19,238680,138,221,246,11,9,2,0,0,0
2023-07-04 21:12:21,283303,158,253,281,11,9,2,0,0,0
2023-07-05 09:17:50,69768,36,69,69,11,9,2,0,0,0
2023-07-05 11:30:22,78979,41,82,78,11,9,2,0,0,0
2023-07-05 14:29:38,112160,60,114,124,12,10,2,0,0,0
2023-07-05 18:13:24,51268,18,43,52,12,10,2,0,0,0
2023-07-06 07:17:41,84481,38,72,87,12,10,2,0,0,0
2023-07-06 09:45:01,87836,50,83,90,12,10,2,0,0,0
2023-07-06 15:47:26,101855,60,93,107,12,10,2,0,0,0
2023-07-06 20:59:26,97446,55,92,118,12,10,2,0,0,0
2023-07-07 07:04:54,149123,86,147,186,12,10,2,0,0,0
2023-07-07 10:19:40,151156,101,166,210,13,11,2,0,0,0
2023-07-08 12:50:53,160903,103,184,206,13,11,2,0,0,0
2023-07-08 17:40:03,206497,137,213,242,13,11,2,0,0,0
2023-07-09 01:08:12,281620,173,292,324,13,11,2,0,0,0
2023-07-09 13:03:53,289796,192,315,357,13,11,2,0,0,0
2023-07-09 17:25:21,107511,65,121,123,13,11,2,0,0,0
2023-07-10 08:15:20,237283,150,254,267,13,11,2,0,0,0
2023-07-10 15:05:46,241285,157,261,293,13,11,2,0,0,0
2023-07-11 06:21:52,238036,160,261,281,13,11,2,0,0,0
2023-07-11 09:48:54,237104,163,271,293,13,11,2,0,0,0
2023-07-11 12:40:45,260478,186,294,332,13,11,2,0,0,0
2023-07-11 17:48:12,289670,208,316,352,13,11,2,0,0,0
2023-07-11 19:48:55,318643,215,337,390,13,11,2,0,0,0
2023-07-12 07:21:41,494754,295,484,573,13,11,2,0,0,0
2023-07-12 10:27:35,479552,293,477,554,13,11,2,0,0,0
2023-07-12 12:44:02,479478,290,493,547,13,11,2,0,0,0
2023-07-12 18:48:06,201229,128,196,223,13,11,2,0,0,0
2023-07-12 23:31:29,249251,151,241,282,13,11,2,0,0,0
2023-07-13 01:13:02,284784,170,290,330,13,11,2,0,0,0
2023-07-13 09:26:56,350241,228,365,421,13,11,2,0,0,0
2023-07-13 14:08:39,353911,237,365,433,13,11,2,0,0,0
2023-07-13 23:36:37,159893,102,148,188,13,11,2,0,0,0
2023-07-14 06:36:44,131740,81,151,163,14,12,2,0,0,0
2023-07-14 08:37:52,131740,81,151,163,14,12,2,0,0,0
2023-07-14 17:04:57,196573,144,221,280,14,12,2,0,0,0
2023-07-15 02:22:22,315463,215,354,417,14,12,2,0,0,0
2023-07-26 18:13:15,189886,119,193,219,15,13,2,0,0,0
2023-07-27 07:52:58,129782,67,123,143,15,13,2,0,0,0
2023-07-27 10:25:20,144418,83,145,179,15,13,2,0,0,0
2023-07-27 16:35:19,165675,101,161,208,15,13,2,0,0,0
2023-07-28 02:45:26,82468,39,71,84,15,13,2,0,0,0
2023-07-28 16:01:06,135010,78,132,144,15,13,2,0,0,0
2023-07-29 02:49:40,220996,142,196,253,15,13,2,0,0,0
2023-07-29 05:45:53,126496,74,121,151,15,13,2,0,0,0
2023-07-29 17:26:09,156109,101,155,191,15,13,2,0,0,0
2023-07-29 20:27:13,216746,155,206,251,15,13,2,0,0,0
2023-07-30 08:46:15,69659,30,61,79,15,13,2,0,0,0
2023-07-30 19:23:35,56549,29,56,61,15,13,2,0,0,0
2023-07-31 07:05:25,100914,51,99,102,15,13,2,0,0,0
2023-07-31 09:02:47,107095,54,113,108,15,13,2,0,0,0
2023-07-31 12:40:40,116458,65,124,112,15,13,2,0,0,0
2023-07-31 18:47:27,135670,77,138,133,15,13,2,0,0,0
2023-08-01 06:34:38,109633,51,107,118,15,13,2,0,0,0
2023-08-01 09:54:54,135203,67,131,137,15,13,2,0,0,0
2023-08-01 12:45:51,147779,79,151,157,15,13,2,0,0,0
2023-08-01 18:29:05,176524,104,170,182,15,13,2,0,0,0
2023-08-01 23:49:19,89682,38,70,97,15,13,2,0,0,0
2023-08-02 07:27:44,110247,52,100,118,15,13,2,0,0,0
2023-08-02 12:00:37,88413,40,78,94,15,13,2,0,0,0
2023-08-02 19:49:17,93968,43,84,102,15,13,2,0,0,0
2023-08-03 08:00:09,115518,62,113,122,15,13,2,0,0,0
2023-08-04 09:39:36,117325,64,106,120,15,13,2,0,0,0
2023-08-04 14:30:24,84247,44,74,82,15,13,2,0,0,0
2023-08-05 06:57:29,82416,46,71,86,15,13,2,0,0,0
2023-08-05 11:47:19,94418,52,79,96,15,13,2,0,0,0
2023-08-05 15:23:27,105092,55,90,104,15,13,2,0,0,0
2023-08-06 07:47:45,58745,22,53,61,15,13,2,0,0,0
2023-08-06 19:04:21,78206,36,72,83,16,13,3,0,0,0
